Departamento,Sistema_Productivo,Año,Área_cosechada_(ha),Producción_(t)
Valle del cauca,acelga,2018.0,3.0,10.5
Valle del cauca,aguacate,2018.0,65.10810810810811,783.8108108108108
Valle del cauca,ahuyama,2018.0,15.153846153846153,293.2307692307692
Valle del cauca,aji,2018.0,10.235294117647058,258.7647058823529
Valle del cauca,algodon,2018.0,66.0,200.5
Valle del cauca,araza,2018.0,3.0,2.0
Valle del cauca,arracacha,2018.0,19.266666666666666,238.13333333333333
Valle del cauca,arroz riego,2018.0,283.0,1758.142857142857
Valle del cauca,arveja,2018.0,13.083333333333334,30.166666666666668
Valle del cauca,bananito,2018.0,214.5,1105.5
Valle del cauca,banano,2018.0,151.24324324324326,2297.5945945945946
Valle del cauca,berenjena,2018.0,2.6666666666666665,70.0
Valle del cauca,borojo,2018.0,776.0,9312.0
Valle del cauca,brevo,2018.0,2.0,2.0
Valle del cauca,cacao,2018.0,46.43333333333333,28.3
Valle del cauca,cafe,2018.0,1238.6153846153845,1273.5384615384614
Valle del cauca,caña azucarera,2018.0,4629.8,706346.9666666667
Valle del cauca,caña panelera,2018.0,177.2,1180.7142857142858
Valle del cauca,cebolla de bulbo,2018.0,6.6,115.2
Valle del cauca,cebolla de rama,2018.0,66.0,845.75
Valle del cauca,chontaduro,2018.0,174.33333333333334,2389.0
Valle del cauca,cilantro,2018.0,15.11111111111111,125.11111111111111
Valle del cauca,citricos,2018.0,149.97297297297297,3802.2432432432433
Valle del cauca,coco,2018.0,317.0,3804.0
Valle del cauca,curcuma,2018.0,2.0,30.0
Valle del cauca,curuba,2018.0,10.5,102.0
Valle del cauca,durazno,2018.0,4.0,63.0
Valle del cauca,estropajo,2018.0,1.5,19.0
Valle del cauca,flores y follajes,2018.0,8.5,227.7
Valle del cauca,fresa,2018.0,4.142857142857143,93.57142857142857
Valle del cauca,frijol ladera,2018.0,21.72222222222222,25.27777777777778
Valle del cauca,granadilla,2018.0,11.444444444444445,117.5
Valle del cauca,guanabana,2018.0,16.4,175.95
Valle del cauca,guayaba,2018.0,28.958333333333332,315.9583333333333
Valle del cauca,guayaba pera,2018.0,252.0,3024.0
Valle del cauca,habichuela,2018.0,20.071428571428573,174.67857142857142
Valle del cauca,hortalizas varias,2018.0,6.6,61.2
Valle del cauca,lechuga,2018.0,10.333333333333334,193.66666666666666
Valle del cauca,lulo,2018.0,41.28,502.56
Valle del cauca,macadamia,2018.0,21.0,87.0
Valle del cauca,maiz forrajero,2018.0,15.6,556.6
Valle del cauca,maiz tecnificado,2018.0,335.38461538461536,2407.6153846153848
Valle del cauca,maiz tradicional,2018.0,36.63157894736842,75.36842105263158
Valle del cauca,mango,2018.0,13.529411764705882,187.58823529411765
Valle del cauca,maracuya,2018.0,21.967741935483872,390.1290322580645
Valle del cauca,melon,2018.0,23.571428571428573,645.0
Valle del cauca,mora,2018.0,22.666666666666668,166.25
Valle del cauca,papa,2018.0,66.0,1337.0
Valle del cauca,papa china,2018.0,320.0,1600.0
Valle del cauca,papaya,2018.0,35.76190476190476,910.952380952381
Valle del cauca,patilla,2018.0,10.0,292.0
Valle del cauca,pepino cohombro,2018.0,10.4,241.95
Valle del cauca,perejil,2018.0,8.5,37.5
Valle del cauca,pimenton,2018.0,12.384615384615385,202.57692307692307
Valle del cauca,pitahaya,2018.0,9.461538461538462,81.53846153846153
Valle del cauca,piña,2018.0,101.91304347826087,6311.391304347826
Valle del cauca,plantas aromaticas,2018.0,13.0,83.0
Valle del cauca,platano,2018.0,696.125,6458.45
Valle del cauca,repollo,2018.0,16.77777777777778,439.6666666666667
Valle del cauca,sabila,2018.0,18.272727272727273,266.27272727272725
Valle del cauca,sacha inchi,2018.0,17.1,48.3
Valle del cauca,sorgo,2018.0,22.0,106.5
Valle del cauca,soya,2018.0,59.25,190.5
Valle del cauca,stevia,2018.0,2.0,4.0
Valle del cauca,te,2018.0,56.0,134.0
Valle del cauca,tomate,2018.0,21.6875,534.0
Valle del cauca,tomate de arbol,2018.0,11.266666666666667,108.86666666666666
Valle del cauca,tomate invernadero,2018.0,7.0,275.57142857142856
Valle del cauca,uva,2018.0,139.84615384615384,1650.1538461538462
Valle del cauca,yuca,2018.0,19.818181818181817,325.3636363636364
Valle del cauca,zanahoria,2018.0,43.75,700.25
Valle del cauca,zapote,2018.0,6.75,64.75
Vaupes,aji,2018.0,18.0,18.0
Vaupes,arroz secano manual,2018.0,10.0,10.0
Vaupes,cacao,2018.0,30.0,11.0
Vaupes,caña miel,2018.0,20.0,47.0
Vaupes,caña panelera,2018.0,34.5,172.5
Vaupes,chontaduro,2018.0,7.0,25.0
Vaupes,copoazu,2018.0,2.0,30.0
Vaupes,limon mandarino,2018.0,2.0,2.0
Vaupes,maiz tradicional,2018.0,102.0,247.5
Vaupes,piña,2018.0,29.0,263.0
Vaupes,platano,2018.0,78.66666666666667,395.6666666666667
Vaupes,yuca,2018.0,597.6666666666666,3505.6666666666665
Vaupes,ñame,2018.0,7.0,18.0
Vaupes,ñame espino,2018.0,2.0,39.0
Vichada,aji,2018.0,4.0,20.0
Vichada,arroz secano manual,2018.0,52.0,131.0
Vichada,cacao,2018.0,324.0,159.66666666666666
Vichada,caña panelera,2018.0,41.0,506.75
Vichada,cilantro,2018.0,1.0,4.0
Vichada,lima tahiti,2018.0,21.0,336.0
Vichada,maiz tecnificado,2018.0,4500.0,15750.0
Vichada,maiz tradicional,2018.0,77.5,172.5
Vichada,marañon,2018.0,385.0,1295.0
Vichada,naranja,2018.0,80.0,800.0
Vichada,palma de aceite,2018.0,2366.6666666666665,9519.333333333334
Vichada,piña,2018.0,25.5,177.5
Vichada,platano,2018.0,127.75,1031.5
Vichada,sacha inchi,2018.0,5.5,10.5
Vichada,yuca,2018.0,193.75,2132.5
