Departamento,Sistema_Productivo,Año,Área_cosechada_(ha),Producción_(t)
Amazonas,aji,2018.0,2.0,6.0
Amazonas,araza,2018.0,15.5,159.0
Amazonas,asai,2018.0,44.0,176.5
Amazonas,cacao,2018.0,29.0,15.0
Amazonas,caimo,2018.0,53.0,53.0
Amazonas,caña panelera,2018.0,4.0,16.0
Amazonas,chontaduro,2018.0,60.0,181.0
Amazonas,cilantro,2018.0,2.0,12.0
Amazonas,copoazu,2018.0,34.0,148.0
Amazonas,frijol,2018.0,5.0,4.0
Amazonas,frutales varios,2018.0,327.0,1678.0
Amazonas,maiz tradicional,2018.0,10.0,10.0
Amazonas,pepino cohombro,2018.0,1.0,2.0
Amazonas,platano,2018.0,268.5,1342.5
Amazonas,sacha inchi,2018.0,64.0,95.0
Amazonas,uva caimarona,2018.0,15.0,8.0
Amazonas,yuca,2018.0,1150.0,7750.0
Antioquia,acelga,2018.0,10.0,277.0
Antioquia,agraz,2018.0,3.0,7.5
Antioquia,aguacate,2018.0,122.97260273972603,1880.7260273972602
Antioquia,ahuyama,2018.0,50.0,600.0
Antioquia,aji,2018.0,11.6,195.0
Antioquia,ajo,2018.0,4.0,16.0
Antioquia,apio,2018.0,44.0,950.5
Antioquia,arracacha,2018.0,4.333333333333333,60.666666666666664
Antioquia,arroz secano manual,2018.0,679.55,1173.35
Antioquia,arroz secano mecanizado,2018.0,431.1,1929.0
Antioquia,arveja,2018.0,76.375,121.125
Antioquia,banano,2018.0,117.17647058823529,2896.529411764706
Antioquia,banano exportacion,2018.0,8677.5,299192.75
Antioquia,banano manzano,2018.0,104.25,1744.25
Antioquia,berenjena,2018.0,8.0,96.0
Antioquia,borojo,2018.0,72.0,194.0
Antioquia,brevo,2018.0,7.0,44.333333333333336
Antioquia,brocoli,2018.0,49.0,973.0
Antioquia,cacao,2018.0,265.9384615384615,165.95384615384614
Antioquia,cafe,2018.0,1042.9574468085107,1509.5425531914893
Antioquia,calabacin,2018.0,9.0,548.0
Antioquia,cardamomo,2018.0,23.333333333333332,30.0
Antioquia,caucho,2018.0,104.05882352941177,104.41176470588235
Antioquia,caña panelera,2018.0,487.03846153846155,2319.2948717948716
Antioquia,cebolla de bulbo,2018.0,10.0,140.0
Antioquia,cebolla de rama,2018.0,21.823529411764707,693.9411764705883
Antioquia,cebollin,2018.0,34.0,1700.0
Antioquia,cilantro,2018.0,9.727272727272727,69.81818181818181
Antioquia,citricos,2018.0,316.3333333333333,2406.3333333333335
Antioquia,coco,2018.0,101.75,391.5
Antioquia,col,2018.0,19.0,114.0
Antioquia,coliflor,2018.0,15.0,337.3333333333333
Antioquia,curcuma,2018.0,4.0,12.0
Antioquia,espinaca,2018.0,15.0,222.0
Antioquia,fique,2018.0,47.625,70.3125
Antioquia,fresa,2018.0,32.166666666666664,1353.4166666666667
Antioquia,frijol arbustivo,2018.0,44.285714285714285,37.673469387755105
Antioquia,frijol voluble,2018.0,86.21666666666667,135.55
Antioquia,frutales varios,2018.0,32.0,245.0
Antioquia,granadilla,2018.0,18.666666666666668,357.3333333333333
Antioquia,guanabana,2018.0,33.0,296.84615384615387
Antioquia,guayaba,2018.0,45.0,353.3333333333333
Antioquia,guayaba manzana,2018.0,3.0,18.5
Antioquia,guayaba pera,2018.0,15.0,75.0
Antioquia,gulupa,2018.0,48.36363636363637,1196.4545454545455
Antioquia,habichuela,2018.0,19.5,116.0
Antioquia,heliconia,2018.0,9.0,38.5
Antioquia,higo,2018.0,94.0,2350.0
Antioquia,hortalizas varias,2018.0,190.66666666666666,4014.3333333333335
Antioquia,hortensia,2018.0,170.4,1254.6
Antioquia,lechuga,2018.0,45.42857142857143,1326.142857142857
Antioquia,lima tahiti,2018.0,34.56,562.36
Antioquia,limon mandarino,2018.0,31.833333333333332,381.6666666666667
Antioquia,limon pajarito,2018.0,22.714285714285715,85.28571428571429
Antioquia,lulo,2018.0,25.125,418.875
Antioquia,maiz forrajero,2018.0,86.5,2487.0
Antioquia,maiz tradicional,2018.0,158.7340425531915,245.13829787234042
Antioquia,mamoncillo,2018.0,18.0,84.0
Antioquia,mandarina clementina,2018.0,29.5,1155.5
Antioquia,mandarina oneco,2018.0,45.6875,1449.1875
Antioquia,mango,2018.0,353.0,1882.5
Antioquia,mango injerto,2018.0,94.88888888888889,1153.888888888889
Antioquia,maracuya,2018.0,68.8,1414.9
Antioquia,mora,2018.0,41.11538461538461,388.4230769230769
Antioquia,murrapo,2018.0,141.4,997.4
Antioquia,naranja,2018.0,24.666666666666668,232.33333333333334
Antioquia,naranja jaffa,2018.0,73.0,495.0
Antioquia,naranja salustiana,2018.0,113.0,3706.5
Antioquia,naranja valencia,2018.0,137.58333333333334,3628.0
Antioquia,naranja washington navel,2018.0,22.5,252.0
Antioquia,palma de aceite,2018.0,434.2,1525.6
Antioquia,papa,2018.0,120.35714285714286,2547.8214285714284
Antioquia,papa criolla,2018.0,82.625,1000.75
Antioquia,papaya,2018.0,51.0,2294.8
Antioquia,patilla,2018.0,10.0,275.0
Antioquia,pepino cohombro,2018.0,6.2,149.4
Antioquia,pimenton,2018.0,41.166666666666664,2998.1666666666665
Antioquia,piña,2018.0,95.0,8094.333333333333
Antioquia,plantas aromaticas y medicinales,2018.0,17.5,218.75
Antioquia,platano,2018.0,416.578431372549,3487.6470588235293
Antioquia,platano exportacion,2018.0,1467.888888888889,12817.444444444445
Antioquia,pompon y crisantemo,2018.0,200.0,200.0
Antioquia,remolacha,2018.0,8.666666666666666,179.66666666666666
Antioquia,repollo,2018.0,59.75,3888.5
Antioquia,rosa,2018.0,6.0,94.0
Antioquia,sacha inchi,2018.0,16.857142857142858,41.142857142857146
Antioquia,stevia,2018.0,2.0,3.0
Antioquia,tamarindo,2018.0,6.0,26.5
Antioquia,tangelo mineola,2018.0,23.666666666666668,173.0
Antioquia,tangelo orlando,2018.0,35.0,155.5
Antioquia,tomate,2018.0,12.222222222222221,282.5925925925926
Antioquia,tomate de arbol,2018.0,108.07407407407408,3299.3333333333335
Antioquia,tomate invernadero,2018.0,30.25,3363.71875
Antioquia,uchuva,2018.0,11.0,265.4
Antioquia,yuca,2018.0,140.56756756756758,2304.635135135135
Antioquia,zanahoria,2018.0,57.0,2217.0
Antioquia,zapote,2018.0,19.333333333333332,201.0
Antioquia,ñame,2018.0,135.625,1806.375
Arauca,aguacate,2018.0,59.5,966.75
Arauca,arroz secano mecanizado,2018.0,1456.0,6876.75
Arauca,cacao,2018.0,2504.1428571428573,1502.2857142857142
Arauca,caña miel,2018.0,174.6,238.2
Arauca,caña panelera,2018.0,14.5,114.0
Arauca,citricos,2018.0,99.16666666666667,2325.1666666666665
Arauca,maiz tradicional,2018.0,1400.0,2097.5
Arauca,maracuya,2018.0,45.42857142857143,810.8571428571429
Arauca,papaya,2018.0,69.25,1587.75
Arauca,piña,2018.0,27.0,495.8333333333333
Arauca,platano,2018.0,4208.714285714285,103462.42857142857
Arauca,sabila,2018.0,9.0,108.0
Arauca,yuca,2018.0,1010.0,20054.285714285714
Atlantico,aguacate,2018.0,5.0,55.0
Atlantico,ahuyama,2018.0,34.0,416.7142857142857
Atlantico,aji,2018.0,11.071428571428571,52.714285714285715
Atlantico,arroz riego,2018.0,175.0,1228.0
Atlantico,arroz secano manual,2018.0,300.0,1050.0
Atlantico,berenjena,2018.0,11.666666666666666,136.66666666666666
Atlantico,cebolla de rama,2018.0,13.0,162.0
Atlantico,cebollin,2018.0,4.0,24.0
Atlantico,cilantro,2018.0,5.0,54.0
Atlantico,ciruela,2018.0,22.25,516.5
Atlantico,coco,2018.0,2.0,25.5
Atlantico,col,2018.0,2.5,17.0
Atlantico,frijol,2018.0,34.9,29.1
Atlantico,frijol arbustivo,2018.0,100.0,175.0
Atlantico,guandul,2018.0,110.23076923076923,91.46153846153847
Atlantico,guayaba,2018.0,61.111111111111114,1578.7777777777778
Atlantico,habichuela,2018.0,55.0,262.5
Atlantico,lima tahiti,2018.0,17.0,238.0
Atlantico,limon,2018.0,61.86666666666667,1494.2666666666667
Atlantico,limon tahiti,2018.0,20.0,120.0
Atlantico,maiz tecnificado,2018.0,139.625,325.5
Atlantico,maiz tradicional,2018.0,313.3333333333333,479.8888888888889
Atlantico,mango,2018.0,135.26315789473685,1997.5263157894738
Atlantico,mango injerto,2018.0,103.0,1820.6666666666667
Atlantico,marañon,2018.0,11.0,168.0
Atlantico,melon,2018.0,42.1764705882353,702.7058823529412
Atlantico,millo,2018.0,99.71428571428571,192.71428571428572
Atlantico,naranja,2018.0,18.454545454545453,197.8181818181818
Atlantico,nispero,2018.0,9.5,100.0
Atlantico,palma amarga,2018.0,90.0,1260.0
Atlantico,palma de aceite,2018.0,156.0,548.0
Atlantico,papaya,2018.0,6.5,299.375
Atlantico,patilla,2018.0,26.23076923076923,271.3076923076923
Atlantico,platano,2018.0,85.9,1275.0
Atlantico,pomelo,2018.0,5.5,87.5
Atlantico,sorgo,2018.0,50.0,160.0
Atlantico,tomate,2018.0,6.0,121.0
Atlantico,yuca,2018.0,335.23809523809524,3838.7619047619046
Atlantico,yuca industrial,2018.0,51.333333333333336,856.0
Atlantico,ñame,2018.0,23.857142857142858,390.42857142857144
Atlantico,ñame espino,2018.0,250.0,3000.0
Bolivar,aguacate,2018.0,316.0,3430.5
Bolivar,ahuyama,2018.0,155.0,1891.0
Bolivar,aji dulce,2018.0,117.28571428571429,911.7142857142857
Bolivar,ajonjoli,2018.0,1200.0,960.0
Bolivar,arroz riego,2018.0,380.0,2039.2
Bolivar,arroz secano manual,2018.0,471.875,1076.125
Bolivar,arroz secano mecanizado,2018.0,1365.5,4848.875
Bolivar,berenjena,2018.0,13.0,88.0
Bolivar,cacao,2018.0,368.6111111111111,152.55555555555554
Bolivar,cafe,2018.0,591.0,367.5
Bolivar,caucho,2018.0,76.0,39.666666666666664
Bolivar,caña panelera,2018.0,130.625,875.125
Bolivar,ciruela,2018.0,35.0,70.0
Bolivar,citricos,2018.0,150.0,2250.0
Bolivar,coco,2018.0,49.285714285714285,331.2857142857143
Bolivar,frijol,2018.0,176.57142857142858,155.57142857142858
Bolivar,frijol arbustivo,2018.0,30.0,27.0
Bolivar,guanabana,2018.0,10.0,94.0
Bolivar,guayaba,2018.0,3.0,25.5
Bolivar,hortalizas varias,2018.0,20.0,60.0
Bolivar,jatropha,2018.0,60.0,120.0
Bolivar,limon,2018.0,17.75,193.0
Bolivar,maiz tecnificado,2018.0,1000.0,4000.0
Bolivar,maiz tradicional,2018.0,1069.111111111111,1743.9777777777779
Bolivar,mango,2018.0,76.0909090909091,1121.5
Bolivar,melon,2018.0,161.25,1277.5
Bolivar,millo,2018.0,11.0,17.0
Bolivar,naranja,2018.0,31.333333333333332,463.6666666666667
Bolivar,nispero,2018.0,12.0,60.0
Bolivar,palma de aceite,2018.0,2891.1428571428573,9801.857142857143
Bolivar,patilla,2018.0,48.5,611.25
Bolivar,pepino cohombro,2018.0,3.0,21.0
Bolivar,pimenton,2018.0,6.0,30.0
Bolivar,pitahaya,2018.0,25.0,75.0
Bolivar,piña,2018.0,58.2,781.2
Bolivar,platano,2018.0,254.77777777777777,2255.4166666666665
Bolivar,tabaco negro,2018.0,87.25,153.75
Bolivar,tabaco rubio,2018.0,300.0,450.0
Bolivar,yuca,2018.0,957.7391304347826,9454.847826086956
Bolivar,zapote,2018.0,50.0,600.0
Bolivar,ñame,2018.0,722.1428571428571,8952.142857142857
Bolivar,ñame diamante,2018.0,2400.0,28800.0
Bolivar,ñame espino,2018.0,1020.0,12706.666666666666
Boyaca,acelga,2018.0,1.5,7.0
Boyaca,agraz,2018.0,102.0,186.0
Boyaca,aguacate,2018.0,25.68,251.0
Boyaca,ahuyama,2018.0,18.7,299.8
Boyaca,aji,2018.0,1.0,10.0
Boyaca,ajo,2018.0,2.0,4.0
Boyaca,albahaca,2018.0,25.0,375.0
Boyaca,alfalfa,2018.0,113.25,298.0
Boyaca,araza,2018.0,7.0,42.0
Boyaca,arracacha,2018.0,35.035714285714285,416.0357142857143
Boyaca,arveja,2018.0,60.93975903614458,56.40963855421687
Boyaca,avena,2018.0,71.77777777777777,202.0
Boyaca,bananito,2018.0,14.0,28.0
Boyaca,banano,2018.0,132.4,941.8
Boyaca,borojo,2018.0,4.0,16.0
Boyaca,brevo,2018.0,40.833333333333336,207.0
Boyaca,brocoli,2018.0,10.0,119.5
Boyaca,cacao,2018.0,254.73684210526315,146.3684210526316
Boyaca,caducifolios,2018.0,12.0,48.0
Boyaca,cafe,2018.0,260.8918918918919,210.2972972972973
Boyaca,calabacin,2018.0,10.0,148.0
Boyaca,caña miel,2018.0,84.2439024390244,461.4878048780488
Boyaca,caña panelera,2018.0,905.7619047619048,8268.52380952381
Boyaca,cebada,2018.0,38.833333333333336,62.5
Boyaca,cebolla de bulbo,2018.0,83.5952380952381,2243.285714285714
Boyaca,cebolla de rama,2018.0,274.0,13020.2
Boyaca,chamba,2018.0,3.5,14.5
Boyaca,chirimoya,2018.0,55.0,200.0
Boyaca,cilantro,2018.0,15.25,112.0
Boyaca,ciruela,2018.0,80.6923076923077,981.0
Boyaca,citricos,2018.0,57.81818181818182,895.5454545454545
Boyaca,clavel,2018.0,32.0,320.0
Boyaca,coliflor,2018.0,2.0,24.0
Boyaca,curuba,2018.0,62.0625,717.375
Boyaca,datil,2018.0,3.5,27.5
Boyaca,durazno,2018.0,23.76923076923077,365.56410256410254
Boyaca,espinaca,2018.0,3.0,18.0
Boyaca,feijoa,2018.0,16.2,158.2
Boyaca,fique,2018.0,11.666666666666666,7.666666666666667
Boyaca,flores y follajes,2018.0,10.0,60.333333333333336
Boyaca,fresa,2018.0,9.0,154.3125
Boyaca,frijol,2018.0,36.50632911392405,38.0
Boyaca,frijol arbustivo,2018.0,29.5,29.0
Boyaca,frijol voluble,2018.0,3.0,3.0
Boyaca,granadilla,2018.0,4.857142857142857,56.142857142857146
Boyaca,guanabana,2018.0,60.36363636363637,907.1818181818181
Boyaca,guandul,2018.0,1.0,1.5
Boyaca,guatila,2018.0,17.0,44.5
Boyaca,guayaba,2018.0,261.22222222222223,2101.5555555555557
Boyaca,guayaba pera,2018.0,30.0,132.0
Boyaca,gulupa,2018.0,10.5,182.6875
Boyaca,haba,2018.0,14.32,17.24
Boyaca,habichuela,2018.0,9.375,91.5
Boyaca,heliconia,2018.0,3.0,18.0
Boyaca,higo,2018.0,3.4,29.4
Boyaca,hortalizas varias,2018.0,14.333333333333334,66.33333333333333
Boyaca,lechuga,2018.0,39.875,138.0
Boyaca,limon,2018.0,3.0,13.5
Boyaca,limon mandarino,2018.0,21.0,63.0
Boyaca,limon tahiti,2018.0,6.5,37.0
Boyaca,lulo,2018.0,17.59375,263.3125
Boyaca,maiz tecnificado,2018.0,115.66666666666667,162.33333333333334
Boyaca,maiz tradicional,2018.0,62.596330275229356,79.92660550458716
Boyaca,malanga,2018.0,9.75,42.0
Boyaca,mandarina,2018.0,47.714285714285715,526.8571428571429
Boyaca,mango,2018.0,21.25,73.75
Boyaca,mangostino,2018.0,9.0,90.0
Boyaca,mani,2018.0,10.0,5.333333333333333
Boyaca,manzana,2018.0,38.6,812.6
Boyaca,maracuya,2018.0,4.5,106.5
Boyaca,melon,2018.0,16.0,148.0
Boyaca,mora,2018.0,32.91428571428571,235.0
Boyaca,nabo,2018.0,16.0,18.0
Boyaca,naranja,2018.0,53.9375,630.0625
Boyaca,papa,2018.0,308.01190476190476,6143.047619047619
Boyaca,papa criolla,2018.0,96.42307692307692,1375.1153846153845
Boyaca,papaya,2018.0,8.666666666666666,152.66666666666666
Boyaca,papayuela,2018.0,4.333333333333333,29.0
Boyaca,pepino cohombro,2018.0,13.857142857142858,97.42857142857143
Boyaca,pepino guiso,2018.0,11.857142857142858,144.57142857142858
Boyaca,pera,2018.0,204.83333333333334,3236.1666666666665
Boyaca,perejil,2018.0,1.0,4.0
Boyaca,pimenton,2018.0,5.333333333333333,61.333333333333336
Boyaca,pitahaya,2018.0,36.8,242.1
Boyaca,piña,2018.0,10.333333333333334,577.6666666666666
Boyaca,plantas aromaticas,2018.0,5.666666666666667,19.0
Boyaca,plantas medicinales,2018.0,4.0,12.0
Boyaca,platano,2018.0,97.84210526315789,842.6052631578947
Boyaca,quinua,2018.0,18.0,25.75
Boyaca,remolacha,2018.0,32.166666666666664,918.5
Boyaca,repollo,2018.0,13.666666666666666,162.33333333333334
Boyaca,rosa,2018.0,11.5,113.0
Boyaca,sabila,2018.0,1.0,10.0
Boyaca,sacha inchi,2018.0,12.5,66.5
Boyaca,sagu,2018.0,10.0,43.0
Boyaca,tabaco negro,2018.0,66.0,72.0
Boyaca,tabaco rubio,2018.0,20.0,35.0
Boyaca,tomate,2018.0,20.541666666666668,785.3333333333334
Boyaca,tomate de arbol,2018.0,22.675,337.025
Boyaca,tomate invernadero,2018.0,13.31578947368421,1307.6315789473683
Boyaca,trigo,2018.0,23.666666666666668,26.25925925925926
Boyaca,uchuva,2018.0,24.8,358.55
Boyaca,uva,2018.0,5.666666666666667,32.833333333333336
Boyaca,yuca,2018.0,58.93478260869565,633.8913043478261
Boyaca,zanahoria,2018.0,119.38888888888889,3139.3888888888887
Boyaca,zapote,2018.0,3.3333333333333335,29.666666666666668
Caldas,aguacate,2018.0,332.8,3549.36
Caldas,ahuyama,2018.0,8.0,112.0
Caldas,arveja,2018.0,12.666666666666666,26.0
Caldas,banano,2018.0,114.83333333333333,1880.0
Caldas,brevo,2018.0,5.0,60.0
Caldas,cacao,2018.0,229.75,119.875
Caldas,cafe,2018.0,2030.48,2746.8
Caldas,caucho,2018.0,404.5,544.0
Caldas,caña azucarera,2018.0,475.4,73380.2
Caldas,caña panelera,2018.0,553.52,3333.32
Caldas,cebolla de bulbo,2018.0,40.0,80.0
Caldas,cebolla de rama,2018.0,22.0,439.8333333333333
Caldas,chontaduro,2018.0,31.0,496.0
Caldas,cilantro,2018.0,11.8,89.2
Caldas,citricos,2018.0,453.15384615384613,6773.384615384615
Caldas,esparrago,2018.0,27.0,108.0
Caldas,feijoa,2018.0,1.0,8.0
Caldas,fique,2018.0,1.0,1.0
Caldas,flores y follajes,2018.0,9.0,43.0
Caldas,fresa,2018.0,5.0,253.33333333333334
Caldas,frijol,2018.0,26.11111111111111,37.94444444444444
Caldas,frijol voluble,2018.0,30.0,31.0
Caldas,frutales varios,2018.0,6.0,24.0
Caldas,granadilla,2018.0,9.666666666666666,104.66666666666667
Caldas,guanabana,2018.0,39.0,360.5
Caldas,guayaba,2018.0,31.0,318.0
Caldas,guayaba manzana,2018.0,12.0,135.0
Caldas,guayaba pera,2018.0,63.333333333333336,601.1666666666666
Caldas,gulupa,2018.0,5.75,89.25
Caldas,habichuela,2018.0,3.3333333333333335,17.0
Caldas,hortalizas varias,2018.0,102.33333333333333,2405.0
Caldas,iraca,2018.0,14.0,20.0
Caldas,lechuga,2018.0,29.0,142.0
Caldas,lima tahiti,2018.0,12.0,48.0
Caldas,limon,2018.0,12.666666666666666,178.33333333333334
Caldas,limon tahiti,2018.0,65.5,1948.5
Caldas,lulo,2018.0,25.833333333333332,255.83333333333334
Caldas,maiz tecnificado,2018.0,25.5,110.5
Caldas,maiz tradicional,2018.0,25.238095238095237,46.285714285714285
Caldas,mandarina,2018.0,7.5,182.5
Caldas,mandarina oneco,2018.0,27.0,702.0
Caldas,mango,2018.0,6.0,108.0
Caldas,mangostino,2018.0,2.0,36.0
Caldas,maracuya,2018.0,8.25,119.25
Caldas,melon,2018.0,2.0,16.0
Caldas,mora,2018.0,132.2,1781.2
Caldas,naranja,2018.0,51.0,1419.0
Caldas,papa,2018.0,93.5,1557.6666666666667
Caldas,papaya,2018.0,11.0,178.0
Caldas,patilla,2018.0,2.0,14.0
Caldas,pepino cohombro,2018.0,21.5,84.5
Caldas,pimenton,2018.0,31.0,211.5
Caldas,piña,2018.0,5.0,129.0
Caldas,plantas aromaticas,2018.0,5.0,3.0
Caldas,platano,2018.0,817.6666666666666,10538.62962962963
Caldas,remolacha,2018.0,5.0,45.0
Caldas,repollo,2018.0,20.5,223.0
Caldas,sabila,2018.0,35.0,1656.0
Caldas,tangelo mineola,2018.0,85.0,1870.0
Caldas,tomate,2018.0,23.0,539.6666666666666
Caldas,tomate de arbol,2018.0,34.0,390.0
Caldas,tomate invernadero,2018.0,9.25,385.0
Caldas,yuca,2018.0,19.77777777777778,262.22222222222223
Caldas,zanahoria,2018.0,35.5,294.0
Caqueta,acelga,2018.0,3.0,9.0
Caqueta,aguacate,2018.0,2.5,12.5
Caqueta,ahuyama,2018.0,6.0,11.0
Caqueta,aji,2018.0,3.0,6.0
Caqueta,araza,2018.0,37.666666666666664,230.0
Caqueta,arroz secano manual,2018.0,94.0,154.14285714285714
Caqueta,arroz secano mecanizado,2018.0,129.0,377.5
Caqueta,cacao,2018.0,231.875,97.625
Caqueta,cafe,2018.0,580.8333333333334,880.0
Caqueta,caucho,2018.0,322.46666666666664,417.46666666666664
Caqueta,caña panelera,2018.0,368.875,2293.8125
Caqueta,chontaduro,2018.0,43.6,282.2
Caqueta,cilantro,2018.0,2.5,9.5
Caqueta,copoazu,2018.0,36.0,180.0
Caqueta,flores y follajes,2018.0,4.0,8.0
Caqueta,fresa,2018.0,13.0,130.0
Caqueta,frutales varios,2018.0,4.0,8.0
Caqueta,limon,2018.0,2.0,10.0
Caqueta,lulo,2018.0,140.5,875.5
Caqueta,maiz tecnificado,2018.0,81.0,402.0
Caqueta,maiz tradicional,2018.0,547.7142857142857,656.0714285714286
Caqueta,mandarina,2018.0,16.0,128.0
Caqueta,mani,2018.0,9.0,9.0
Caqueta,naranja,2018.0,23.0,161.0
Caqueta,palma de aceite,2018.0,350.0,420.0
Caqueta,patilla,2018.0,27.666666666666668,317.6666666666667
Caqueta,piña,2018.0,76.2,479.3
Caqueta,plantas aromaticas,2018.0,1.0,1.0
Caqueta,platano,2018.0,1072.4,6676.466666666666
Caqueta,sacha inchi,2018.0,150.0,900.0
Caqueta,tomate,2018.0,2.0,62.0
Caqueta,tomate de arbol,2018.0,19.5,207.0
Caqueta,tomate invernadero,2018.0,10.0,1040.0
Caqueta,uva caimarona,2018.0,1.0,3.0
Caqueta,yuca,2018.0,549.0625,3942.0625
Caqueta,ñame,2018.0,15.0,75.0
Casanare,aguacate,2018.0,12.0,77.5
Casanare,ahuyama,2018.0,11.0,154.75
Casanare,arracacha,2018.0,5.75,37.5
Casanare,arroz riego,2018.0,317.0,1980.5
Casanare,arroz secano mecanizado,2018.0,10691.25,55133.25
Casanare,banano,2018.0,234.0,6318.0
Casanare,cacao,2018.0,54.93333333333333,31.0
Casanare,cafe,2018.0,590.25,407.5
Casanare,caucho,2018.0,48.75,44.0
Casanare,caña miel,2018.0,41.8,109.0
Casanare,caña panelera,2018.0,26.444444444444443,128.77777777777777
Casanare,cebolla de rama,2018.0,5.0,20.0
Casanare,citricos,2018.0,37.833333333333336,670.8333333333334
Casanare,frijol,2018.0,12.8,13.4
Casanare,frutales varios,2018.0,10.0,10.0
Casanare,guanabana,2018.0,2.0,12.0
Casanare,guayaba,2018.0,11.5,84.5
Casanare,limon,2018.0,4.0,108.0
Casanare,limon mandarino,2018.0,3.0,45.0
Casanare,lulo,2018.0,43.0,534.25
Casanare,maiz tecnificado,2018.0,74.83333333333333,251.33333333333334
Casanare,maiz tradicional,2018.0,114.41176470588235,188.0
Casanare,malanga,2018.0,9.8,69.6
Casanare,mandarina,2018.0,2.0,30.0
Casanare,mango,2018.0,7.0,105.0
Casanare,mangostino,2018.0,3.0,9.0
Casanare,maracuya,2018.0,7.625,119.875
Casanare,mora,2018.0,3.0,9.333333333333334
Casanare,naranja,2018.0,5.0,39.333333333333336
Casanare,naranja valencia,2018.0,20.0,1000.0
Casanare,palma de aceite,2018.0,6357.777777777777,22906.0
Casanare,papa,2018.0,8.0,12.0
Casanare,papaya,2018.0,28.75,1193.5
Casanare,pitahaya,2018.0,2.0,10.0
Casanare,piña,2018.0,52.9,3197.8
Casanare,platano,2018.0,136.625,2011.9375
Casanare,sabila,2018.0,2.0,47.0
Casanare,sacha inchi,2018.0,2.0,3.0
Casanare,sorgo,2018.0,20.0,70.0
Casanare,tomate,2018.0,3.0,32.5
Casanare,yuca,2018.0,106.57894736842105,1448.6842105263158
Casanare,ñame,2018.0,3.3333333333333335,12.333333333333334
Cauca,acelga,2018.0,6.5,22.5
Cauca,achira,2018.0,10.0,10.0
Cauca,aguacate,2018.0,73.58333333333333,402.3333333333333
Cauca,ahuyama,2018.0,18.857142857142858,152.71428571428572
Cauca,aji,2018.0,1.0,2.5
Cauca,ajo,2018.0,7.0,63.0
Cauca,albahaca,2018.0,2.0,8.0
Cauca,arracacha,2018.0,24.928571428571427,215.35714285714286
Cauca,arroz riego,2018.0,339.4,2135.2
Cauca,arroz secano manual,2018.0,24.833333333333332,92.5
Cauca,arroz secano mecanizado,2018.0,53.5,153.5
Cauca,arveja,2018.0,10.428571428571429,9.428571428571429
Cauca,banano,2018.0,116.25,547.5
Cauca,brocoli,2018.0,8.0,190.0
Cauca,cacao,2018.0,147.30434782608697,75.52173913043478
Cauca,cafe,2018.0,2565.15625,3192.03125
Cauca,cardamomo,2018.0,29.0,29.0
Cauca,caña azucarera,2018.0,3663.222222222222,505087.44444444444
Cauca,caña panelera,2018.0,493.1034482758621,2919.9310344827586
Cauca,cebolla de bulbo,2018.0,2.0,10.0
Cauca,cebolla de rama,2018.0,16.125,62.875
Cauca,chirimoya,2018.0,8.0,24.0
Cauca,chontaduro,2018.0,634.2,3159.2
Cauca,cilantro,2018.0,3.6666666666666665,22.666666666666668
Cauca,cimarron,2018.0,1.5,2.0
Cauca,citricos,2018.0,57.0,801.0
Cauca,coco,2018.0,940.3333333333334,9007.333333333334
Cauca,coliflor,2018.0,10.0,300.0
Cauca,espinaca,2018.0,12.0,162.0
Cauca,fique,2018.0,763.7142857142857,1076.5714285714287
Cauca,flores y follajes,2018.0,9.666666666666666,121.0
Cauca,fresa,2018.0,61.0,856.6
Cauca,frijol,2018.0,83.82857142857142,120.14285714285714
Cauca,frijol arbustivo,2018.0,30.0,42.0
Cauca,frutales varios,2018.0,24.5,485.0
Cauca,garbanzo,2018.0,134.0,161.0
Cauca,granadilla,2018.0,15.142857142857142,61.142857142857146
Cauca,guama,2018.0,3.0,20.0
Cauca,guanabana,2018.0,6.5,55.0
Cauca,guayaba,2018.0,4.666666666666667,25.333333333333332
Cauca,guayaba pera,2018.0,13.666666666666666,69.66666666666667
Cauca,gulupa,2018.0,50.0,1109.0
Cauca,habichuela,2018.0,10.571428571428571,73.57142857142857
Cauca,hortalizas varias,2018.0,12.285714285714286,82.0
Cauca,iraca,2018.0,2.0,6.0
Cauca,lechuga,2018.0,6.2,188.2
Cauca,lima tahiti,2018.0,8.0,40.0
Cauca,limon,2018.0,18.833333333333332,36.833333333333336
Cauca,limon pajarito,2018.0,14.5,21.0
Cauca,limon tahiti,2018.0,83.875,350.25
Cauca,lulo,2018.0,39.0,459.05555555555554
Cauca,maiz tecnificado,2018.0,75.8,245.5
Cauca,maiz tradicional,2018.0,198.38709677419354,288.9032258064516
Cauca,mandarina,2018.0,11.333333333333334,38.666666666666664
Cauca,mandarina oneco,2018.0,9.0,36.0
Cauca,mango,2018.0,21.0,87.8
Cauca,mango injerto,2018.0,28.5,98.5
Cauca,mani,2018.0,238.66666666666666,492.0
Cauca,maracuya,2018.0,11.666666666666666,127.33333333333333
Cauca,melon,2018.0,29.5,487.5
Cauca,mora,2018.0,21.5,165.21428571428572
Cauca,morera,2018.0,2.0,14.0
Cauca,naranja,2018.0,32.083333333333336,458.0
Cauca,naranja valencia,2018.0,6.0,18.0
Cauca,palma de aceite,2018.0,624.0,1310.0
Cauca,papa,2018.0,231.41666666666666,5378.416666666667
